key,term,cover,map,artist,title,year,license,caption_line1,note,source_file
libation-w107,libation,,,Anonymous,Painting from the Tomb Chamber of Userhat,c. 1290 BC,,"Anonymous · Painting from the Tomb Chamber of Userhat, c. 1290 BC","Libation — pouring an offering, painted in the tomb chamber of Userhat",File:Maler_der_Grabkammer_des_Userh%C3%AAt_(III)_004.jpg
libation-w109,libation,,,Anonymous,Pouring a Libation at an Altar,c. 460 BC,CC BY-SA 3.0,"Anonymous · Pouring a Libation at an Altar, c. 460 BC (CC BY-SA 3.0)",,File:Omphalos_pushkin.jpg
lyre-1,lyre,Y,,Berlin Painter,Apollo with the Kithara,c. 490 BC,,"Berlin Painter · Apollo with the Kithara, c. 490 BC",,File:Fragment_of_a_terracotta_calyx-krater_(mixing_bowl)_MET_DP111831.jpg
lyre-2,lyre,,,Anonymous,Kithara Player,c. 480 BC,,"Anonymous · Kithara Player, c. 480 BC",,File:Kithara_player_MAR_Palermo_NI38666.jpg
lyre-3,lyre,,,Brygos Painter,Woman Playing the Kithara,c. 490 BC,,"Brygos Painter · Woman Playing the Kithara, c. 490 BC",,File:Woman_kithara_CdM_581_n2.jpg
lyre-4,lyre,,,Black Fury Painter,Fragment of a Terracotta Calyx-Krater (Mixing Bowl),c. 400–380 BC,,"Black Fury Painter · Fragment of a Terracotta Calyx-Krater (Mixing Bowl), c. 400–380 BC","Lyre — a kithara, the lyre's larger relative, played here",File:Fragment_of_a_terracotta_calyx-krater_(mixing_bowl)_MET_DP111830.jpg
lyre-w101,lyre,,,Anonymous,African Lyre Player,c. 1640–1660,,"Anonymous · African Lyre Player, c. 1640–1660",,"File:African_Lyre_Player_c._1640-1660,_Deccan,_at_the_Cleveland_Museum_of_Art.jpg"
lyre-w102,lyre,,,Anonymous,Asaph Playing a Bowed Lyre,c. 1025–1050,,"Anonymous · Asaph Playing a Bowed Lyre, c. 1025–1050",,"File:Asaph_playing_bowed_lyre,_Winchcombe_Psalter,_Cambridge_University_Library,_Ff.1.23,_folio_4v.jpg"
lyre-w103,lyre,,,Anonymous,Bowed Lyre,c. 1220–1240,,"Anonymous · Bowed Lyre, c. 1220–1240",,"File:Bowed_lyre_from,_Bayerische_Staatsbibliothek_Munchen,_BSB,_CLM_2599,_folio_96v.jpg"
lyre-w104,lyre,,,Anonymous,Bowed Lyre,13th century,,"Anonymous · Bowed Lyre, 13th century",,"File:Bowed_lyre,_from_Simonovskaya_Psalter,_State_Historical_Museum,_Moscow.jpg"
lyre-w107,lyre,,,Anonymous,Bust with a Lyre,2nd century BC,,"Anonymous · Bust with a Lyre, 2nd century BC",,File:Buste_%C3%A0_la_lyre.jpg
lyre-w108,lyre,,,Carl Haag,A Nubian Lyre Player,1858,,"Carl Haag · A Nubian Lyre Player, 1858",,File:Carl_Haag_A_Nubian_harper.jpg
lyre-w109,lyre,,,Anonymous,Lyre Player,c. 470 BC,CC BY-SA 4.0,"Anonymous · Lyre Player, c. 470 BC (CC BY-SA 4.0)",Lyre — detail from the Tomb of the Diver fresco,File:Diver_Paestum_30.JPG
nectar-2,nectar,Y,,Gavin Hamilton,Hebe Giving Drink to the Eagle of Jupiter,c. 1770,,"Gavin Hamilton · Hebe Giving Drink to the Eagle of Jupiter, c. 1770",,File:Hebe_Giving_Drink_to_the_Eagle_of_Jupiter_-_Gavin_Hamilton_(1767).jpg
nectar-3,nectar,,,George Romney,"Elizabeth, Viscountess Bulkeley, as Hebe",1775,,"George Romney · Elizabeth, Viscountess Bulkeley, as Hebe, 1775","Nectar — poured by Hebe, cupbearer of the gods, with Zeus's eagle and ewer","File:Romney,_Elizabeth,_Viscountess_Bulkeley,_as_Hebe.jpg"
nectar-4,nectar,,,Charles-Amédée-Philippe van Loo,The Introduction of Ganymede to Olympus,1768,,"Charles-Amédée-Philippe van Loo · The Introduction of Ganymede to Olympus, 1768","Nectar — poured by Ganymede, who became cupbearer of the gods",File:Die_Einf%C3%BChrung_des_Ganymed_in_den_Olymp_(van_Loo)_-_Ausschnitt.jpg
nymph-1,nymph,Y,,John William Waterhouse,Hylas and the Nymphs,1896,,"John William Waterhouse · Hylas and the Nymphs, 1896",,File:Waterhouse_Hylas_and_the_Nymphs_Manchester_Art_Gallery_1896.15.jpg
nymph-2,nymph,,,William-Adolphe Bouguereau,Nymphs and Satyr,1873,,"William-Adolphe Bouguereau · Nymphs and Satyr, 1873",,File:William-Adolphe_Bouguereau_(1825-1905)_-_Nymphs_and_Satyr_(1873).jpg
nymph-3,nymph,,,Attributed to Adriaen van Stalbemt,A Classical Landscape with Nymphs Bathing in a Grotto,1610,,"Attributed to Adriaen van Stalbemt · A Classical Landscape with Nymphs Bathing in a Grotto, 1610",,File:Adriaen_van_Stalbemt_(Attr.)_-_A_classical_landscape_with_nymphs_bathing_in_a_grotto.jpg
nymph-4,nymph,,,Antonio Zucchi,Ruins of Classical Baths with Nymphs Bathing,1781,,"Antonio Zucchi · Ruins of Classical Baths with Nymphs Bathing, 1781",,File:Antonio_Zucchi_(1726-1796)_-_Ruins_of_Classical_Baths_with_Nymphs_Bathing_(a_set_of_six_decorative_wall_panels)_-_872168.6_-_National_Trust.jpg
nymph-w101,nymph,,,Anonymous,An Oread,late 19th century,,"Anonymous · An Oread, late 19th century","Nymph — an oread, a mountain nymph",File:Bildplatte_Oreade.jpg
nymph-w102,nymph,,,John William Waterhouse,Echo and Narcissus,1903,,"John William Waterhouse · Echo and Narcissus, 1903","Nymph — Echo, the nymph, at left",File:Echo_and_Narcissus_by_John_William_Waterhouse.jpg
nymph-w103,nymph,,,Anonymous,Hylas and the Nymphs,c. 200 AD,,"Anonymous · Hylas and the Nymphs, c. 200 AD",,File:Hylas_Saint-Romain-en_Gal_07_2011.jpg
nymph-w105,nymph,,,Jules Lefebvre,Nymph with Morning Glory Flowers,c. 1880,,"Jules Lefebvre · Nymph with Morning Glory Flowers, c. 1880",,File:Jules_Joseph_Lefebvre_-_Nymph_with_morning_glory_flowers.jpg
nymph-w106,nymph,,,Guillaume Seignac,The Nymph of the Forest,c. 1900,,"Guillaume Seignac · The Nymph of the Forest, c. 1900",,File:La_Nymphe_de_la_Foret.jpg
nymph-w107,nymph,,,Lucas Cranach the Elder,The Nymph of the Spring,c. 1537,,"Lucas Cranach the Elder · The Nymph of the Spring, c. 1537",,"File:Lucas_Cranach_d.%C3%84._-_Ruhende_Quellnymphe_(Washington,_D.C.).jpg"
nymph-w108,nymph,,,Nicolas Poussin,Nymph and Satyr Drinking,c. 1626–1628,,"Nicolas Poussin · Nymph and Satyr Drinking, c. 1626–1628",Nymph — the woman at left,File:Nymphe_et_satyr_-_Nicolas_Poussin_-_Mus%C3%A9e_Pouchkine_Moscou.jpg
nymph-w109,nymph,,,Luis Ricardo Falero,Nymph,1892,,"Luis Ricardo Falero · Nymph, 1892",,"File:Nymphe,_by_Luis_Ricardo_Falero.jpg"
omen-1,omen,Y,,Harrow Painter,Zeus with Lightning Bolt and Eagle,5th c. BC,,"Harrow Painter · Zeus with Lightning Bolt and Eagle, 5th c. BC",,File:Harrow_Painter_ARV_275_60extra_Zeus_with_lightning_bolt_and_eagle_-_youth_(01).jpg
prophecy-1,prophecy,Y,,John Collier,Priestess of Delphi,1891,,"John Collier · Priestess of Delphi, 1891",,File:John_Collier_-_Priestess_of_Delphi_-_Google_Art_Project.jpg
shroud-1,shroud,Y,,Penelope Painter,Skyphos by the Penelope Painter,c. 440 BC,,"Penelope Painter · Skyphos by the Penelope Painter, c. 440 BC","Shroud — woven by Penelope, shown on this skyphos's reverse",File:Penelope_Painter_-_ARV_1300_2_-_Telemachos_leaving_Penelope_-_Odysseus_recognized_by_his_nurse_-_Chiusi_MAN_1831_-_07.jpg
shroud-2,shroud,,,John Roddam Spencer Stanhope,Penelope,1864,,"John Roddam Spencer Stanhope · Penelope, 1864",Shroud — woven by Penelope at her loom,File:John_Roddam_Spencer_Stanhope_Penelope.jpg
suitors-2,suitors,Y,,Anonymous,Odysseus and the Suitors,c. 5th century BC,,"Anonymous · Odysseus and the Suitors, c. 5th century BC",,File:EB1911_Greek_Art_-_Odysseus_and_Suitors;_Hunting_of_Boar.jpg
suitors-3,suitors,,,Lovis Corinth,Odysseus and the Suitors,1919,,"Lovis Corinth · Odysseus and the Suitors, 1919",,File:Lovis_Corinth_Odysseus_and_the_Suitors_1919.jpg
suitors-4,suitors,,,Penelope Painter,The Slaughter of the Suitors of Penelope by Odysseus,2016,,"Penelope Painter · The Slaughter of the Suitors of Penelope by Odysseus, 2016",Suitors — the figures fleeing left from Odysseus's bow,"File:Attic_Red-figure_Skyphos_depicting_the_slaughter_of_the_suitors_of_Penelope_by_Odysseus,_by_the_Penelope_Painter,_c._440_BC_(28123411913).jpg"
